timestamp,hour,day_of_week,is_weekend,location_name,latitude,longitude,noise_level_db,traffic_volume_veh_hr,avg_speed_kmh,temperature_c,humidity_pct,precipitation_mm,wind_speed_kmh,traffic_missing_original,temperature_missing_original,noise_missing_original,noise_lag_1,noise_lag_24,traffic_lag_1,traffic_lag_24,noise_roll_mean_3h,noise_roll_mean_24h,traffic_roll_mean_3h,traffic_roll_mean_24h,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,land_use_Commercial,land_use_Industrial,land_use_Mixed,land_use_Park,land_use_Residential,borough_North East,borough_North West,borough_South East,borough_South West,site_SITE-001,site_SITE-002,site_SITE-003,site_SITE-004,site_SITE-005,site_SITE-006,site_SITE-007,site_SITE-008,site_SITE-009,site_SITE-010,site_SITE-011,site_SITE-012,site_SITE-013,site_SITE-014,site_SITE-015,site_SITE-016,site_SITE-017,site_SITE-018,site_SITE-019,site_SITE-020,site_SITE-021,site_SITE-022,site_SITE-023,site_SITE-024,site_SITE-025,site_SITE-026,site_SITE-027,site_SITE-028,site_SITE-029,site_SITE-030,site_SITE-031,site_SITE-032,site_SITE-033,site_SITE-034,site_SITE-035,site_SITE-036,site_SITE-037,site_SITE-038,site_SITE-039,site_SITE-040,site_SITE-041,site_SITE-042,site_SITE-043,site_SITE-044,site_SITE-045,site_SITE-046,site_SITE-047,site_SITE-048,site_SITE-049,site_SITE-050
2023-03-07 13:00:00,13,1,0,Sensor 1,40.73609226674763,-74.00172315900502,93.68403055666768,204.0,47.05,12.102971589115716,32.0535987198028,0.4179856221388208,8.34983529594517,0,0,0,60.514571634721385,,288.0,,65.08211559515875,67.54706995519993,220.0,243.6,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-13 11:00:00,11,0,0,Sensor 1,40.73609226674763,-74.00172315900502,63.84890306076761,132.0,35.15,22.725959394848445,69.19480140161824,0.6359652771741423,23.28485483279344,0,0,0,93.68403055666768,,204.0,,74.80667588357615,69.92315728260608,220.0,240.0,0.258819045102521,-0.9659258262890682,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-19 13:00:00,13,6,1,Sensor 1,40.73609226674763,-74.00172315900502,75.36087651046256,228.0,32.35,10.277709331368346,33.81826136113798,0.4065529743632159,36.38873247631104,0,0,0,63.84890306076761,,132.0,,72.68250175071888,69.41696943078621,208.0,231.0,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-25 04:00:00,4,5,1,Sensor 1,40.73609226674763,-74.00172315900502,75.57368305378225,120.0,42.5,10.669897019168149,33.331989792103215,0.0682704303193571,5.585693208383344,0,0,0,75.36087651046256,,228.0,,77.63127004263262,69.87419305229977,188.0,230.76923076923077,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-03 17:00:00,17,0,0,Sensor 1,40.73609226674763,-74.00172315900502,74.33128072341069,204.0,26.05,17.265226047054632,47.05103456515722,1.2100270601673404,4.622267953453552,0,0,0,75.57368305378225,,120.0,,71.5944875416708,70.2812994809771,160.0,222.85714285714286,-0.9659258262890683,-0.25881904510252063,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-11 16:00:00,16,1,0,Sensor 1,40.73609226674763,-74.00172315900502,60.40343227727003,264.0,31.3,11.839916128164653,65.28626958361139,1.0023132213391135,31.71378135348488,0,0,0,74.33128072341069,,204.0,,75.0886134292185,70.55129823047267,184.0,221.6,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-18 12:00:00,12,1,0,Sensor 1,40.73609226674763,-74.00172315900502,57.17996507488963,216.0,25.7,22.883108792374397,57.23918227895473,0.5135679250698704,36.05547427242628,0,0,0,60.40343227727003,,264.0,,70.10279868482098,69.9170566083975,196.0,224.25,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-22 16:00:00,16,5,1,Sensor 1,40.73609226674763,-74.00172315900502,76.00821398422605,192.0,51.4,16.198899995675472,53.31595522834069,0.0955167842279981,31.838929742092045,0,0,0,57.17996507488963,,216.0,,63.97155935852345,69.16781592995586,228.0,223.76470588235293,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-23 04:00:00,4,6,1,Sensor 1,40.73609226674763,-74.00172315900502,48.68664889582927,180.0,47.75,13.340145745745172,62.66979737289249,9.057627136086058,17.537155680447224,0,0,0,76.00821398422605,,192.0,,64.53053711212857,69.54783804408198,224.0,222.0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-27 19:00:00,19,3,0,Sensor 1,40.73609226674763,-74.00172315900502,68.88375729230168,168.0,20.1,18.445543430475624,64.4915437405731,0.8535737043123112,5.963827146857357,0,0,0,48.68664889582927,,180.0,,60.62494265164832,68.44988072048973,196.0,219.78947368421052,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-29 07:00:00,7,5,1,Sensor 1,40.73609226674763,-74.00172315900502,56.8759765106258,264.0,17.3,15.524199683030956,54.09112283613676,2.7956770344648763,13.45474847534839,0,0,0,68.88375729230168,,168.0,,64.526206724119,68.47157454908033,180.0,217.2,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-29 22:00:00,22,5,1,Sensor 1,40.73609226674763,-74.00172315900502,60.03468264518031,264.0,31.3,9.85164557315922,45.43747356024886,3.3256978516232465,14.932199604915496,0,0,0,56.8759765106258,,264.0,,58.148794232918924,67.91940321391583,204.0,219.42857142857142,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-06 10:00:00,10,5,1,Sensor 1,40.73609226674763,-74.00172315900502,67.00459631413729,252.0,38.65,20.5519303414882,28.85811210993857,0.784837148405517,26.389261290430284,0,0,0,60.03468264518031,,264.0,,61.93147214936926,67.56100682442785,232.0,221.45454545454547,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-12 00:00:00,0,4,0,Sensor 1,40.73609226674763,-74.00172315900502,67.95279940620868,168.0,34.1,24.345809099769745,38.100895508694165,1.2917518243515411,36.41644358312465,0,0,0,67.00459631413729,,252.0,,61.3050851566478,67.53681506311088,260.0,222.7826086956522,0.0,1.0,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-12 10:00:00,10,4,0,Sensor 1,40.73609226674763,-74.00172315900502,73.93697689389111,180.0,51.75,19.496661557587444,52.27234976684685,1.1469927541300649,17.344903476066953,0,0,0,67.95279940620868,76.27780250633899,168.0,240.0,64.99735945517541,67.55414774407329,228.0,220.5,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-13 17:00:00,17,5,1,Sensor 1,40.73609226674763,-74.00172315900502,60.12294627051256,252.0,38.65,15.562898222278807,47.59807648470216,4.489663063619342,20.31448150463975,0,0,0,73.93697689389111,73.76455645502935,180.0,216.0,69.63145753807902,67.45661334355462,200.0,218.0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-18 10:00:00,10,3,0,Sensor 1,40.73609226674763,-74.00172315900502,66.85688580418739,144.0,41.8,22.89170969196333,59.92711277572715,4.132962810856164,39.32863946614983,0,0,0,60.12294627051256,60.30869145789591,252.0,228.0,67.33757419020412,66.88821291919976,200.0,219.5,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-31 17:00:00,17,2,0,Sensor 1,40.73609226674763,-74.00172315900502,59.30550225507889,252.0,28.65,9.28859485077794,34.11899738417178,0.0341485841279495,17.07864797124877,0,0,0,66.85688580418739,58.16365717713612,144.0,276.0,66.97226965619701,67.16105435029523,192.0,216.0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-09 00:00:00,0,4,0,Sensor 1,40.73609226674763,-74.00172315900502,69.10550085327617,240.0,22.0,20.73846529066176,69.9740208858544,0.9902841708239828,27.26058141769352,0,0,0,59.30550225507889,59.75432986232949,252.0,288.0,62.09511144325961,67.20863122854286,216.0,215.0,0.0,1.0,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-02 02:00:00,2,6,1,Sensor 1,40.73609226674763,-74.00172315900502,67.91563676681973,396.0,41.45,18.0615190984245,57.6655680011838,1.2760032762814788,31.8903610259243,0,0,0,69.10550085327617,69.914294527202,240.0,264.0,65.08929630418082,67.59826335316562,212.0,213.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-03 01:00:00,1,0,0,Sensor 1,40.73609226674763,-74.00172315900502,65.46002747253274,240.0,50.0,12.5468640493601,20.003697885260777,5.4717271869917,26.68979314532958,0,0,0,67.91563676681973,82.04102078059118,396.0,264.0,65.44221329172494,67.51498594648304,296.0,218.5,0.25881904510252074,0.9659258262890683,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-15 02:00:00,2,5,1,Sensor 1,40.73609226674763,-74.00172315900502,64.35815838711181,300.0,37.25,18.257479832219644,55.58841836512389,3.669686857443055,15.94565340785536,0,0,0,65.46002747253274,64.5103496914155,240.0,204.0,67.49372169754288,66.82411122531393,292.0,217.5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-17 10:00:00,10,0,0,Sensor 1,40.73609226674763,-74.00172315900502,64.31876574832047,192.0,19.4,9.535609021322758,31.17409532769349,3.3561006556500272,2.734068594022649,0,0,0,64.35815838711181,70.22142545933936,300.0,168.0,65.91127420882144,66.81776992096795,312.0,221.5,0.49999999999999994,-0.8660254037844387,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30 15:00:00,15,6,1,Sensor 1,40.73609226674763,-74.00172315900502,69.96873590507597,204.0,47.05,2.5420345664022346,37.45067450032279,0.002838453519894,2.958527490838238,0,0,0,64.31876574832047,60.514571634721385,192.0,288.0,64.71231720265502,66.57182576634216,244.0,222.5,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-26 05:00:00,5,5,1,Sensor 1,40.73609226674763,-74.00172315900502,57.94226516904635,252.0,42.65,29.7398110913081,85.18866391809365,2.4530347922783475,21.60262861136687,0,0,0,69.96873590507597,93.68403055666768,204.0,204.0,66.21522001350274,66.96574927760693,232.0,219.0,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-15 19:00:00,19,4,0,Sensor 1,40.73609226674763,-74.00172315900502,80.58789184496894,252.0,45.65,21.364107308993987,59.3898080339542,1.4845664603617064,22.28876179720176,0,0,0,57.94226516904635,63.84890306076761,252.0,132.0,64.07658894081426,65.47650905312271,216.0,221.0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-18 08:00:00,8,0,0,Sensor 1,40.73609226674763,-74.00172315900502,62.82868925053798,216.0,18.7,21.13939817937508,58.98664641649227,3.2251221329409034,25.023583338790107,0,0,0,80.58789184496894,75.36087651046256,252.0,228.0,69.49963097303042,66.1739669191311,236.0,226.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-21 22:00:00,22,3,0,Sensor 1,40.73609226674763,-74.00172315900502,68.16358321536144,132.0,49.15,17.25119971099064,38.04286509396768,3.0773223832010905,27.5825764420786,0,0,0,62.82868925053798,75.57368305378225,216.0,120.0,67.11961542151776,65.65179244996757,240.0,225.5,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-28 15:00:00,15,3,0,Sensor 1,40.73609226674763,-74.00172315900502,86.96223142152799,192.0,30.4,22.49610864507823,36.96931697210477,3.389966834441695,39.51930577681044,0,0,0,68.16358321536144,74.33128072341069,132.0,204.0,70.52672143695611,65.34303829003336,200.0,226.0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-06 20:00:00,20,4,0,Sensor 1,40.73609226674763,-74.00172315900502,56.65676954508418,252.0,38.65,20.29467751501886,71.33530603124655,3.3350755215269987,32.48958154434989,0,0,0,86.96223142152799,60.40343227727003,192.0,264.0,72.65150129580914,65.86932790245493,180.0,225.5,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-06 21:00:00,21,4,0,Sensor 1,40.73609226674763,-74.00172315900502,61.743889478514966,264.0,42.3,17.256641369721727,52.36299482214978,2.757527504213574,34.586364555595665,0,0,0,56.65676954508418,57.17996507488963,252.0,216.0,70.59419472732453,65.71321695528052,192.0,225.0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-19 14:00:00,14,3,0,Sensor 1,40.73609226674763,-74.00172315900502,67.57198970355927,276.0,34.95,20.082234371824715,31.879366740867145,0.7546735270389326,10.109706749938123,0,0,0,61.743889478514966,76.00821398422605,264.0,192.0,68.45429681504238,65.90338047209825,236.0,227.0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
